Hemphill,01/01/2013,Mr. Jason Carson,806-323-8022,806-323-8430,hemphillcad@sbcglobal.net,not listed,"223 Main St., Canadian, TX 79014-2212","223 Main St., Canadian, TX 79014-2212",26 Feb 15, 10:44:01 PM
Henderson,10/16/2014,Mr. Bill Jackson,903-675-9296,903-675-4223,billj@hendersoncadtx.org,http://www.isouthwestdata.com,"P.O. Box 430, Athens, TX 75751-0430","1751 Enterprise St., Athens, TX 75751-0430",26 Feb 15, 10:44:01 PM
Hidalgo,01/01/2013,Mr. Rolando Garza,956-381-8466,956-289-2120,rgarza@hidalgoad.org,http://www.hidalgoad.org/,"P.O. Box 208, Edinburg, TX 78540-0208","4405 S. Professional Dr., Edinburg, TX 78540-0208",26 Feb 15, 10:44:01 PM
Hill,01/01/2013,Mr. Mike McKibben,254-582-2508,254-582-3654,ckibben@hillsboro.net,http://www.hillcad.org/,"P.O. Box 416, Hillsboro, TX 76645-0416","1407 Abbott Ave., Hillsboro, TX 76645-0416",26 Feb 15, 10:44:01 PM
Hockley,01/01/2013,Mr. Greg Kelley,806-894-9654,806-894-9671,gregk@hockleycad.org,http://www.hockleycad.org/,"P.O. Box 1090, Levelland, TX 79336-1090","1103-C Houston St., Levelland, TX 79336-1090",26 Feb 15, 10:44:01 PM
Hood,07/22/2013,Mr. Greg Stewart,817-573-2471,817-573-6451,hoodapp@itexas.net,http://www.isouthwestdata.com/,"P.O. Box 819, Granbury, TX 76048-0819","1902 W. Pearl St., Granbury, TX 76048-0819",26 Feb 15, 10:44:02 PM
Hopkins,01/01/2013,Ms. Cathy N. Singleton,903-885-2173,903-885-2175,hopkinscad@suddenlinkmail.com,http://www.myswdata.com/,"P.O. Box 753, Sulphur Springs, TX 75482-0753","109 College St., Sulphur Springs, TX 75482-0753",26 Feb 15, 10:44:02 PM
Houston,01/01/2013,Ms. Kathryn Keith,936-544-9655,936-544-8213,houstoncad@valornet.com,http://www.houstoncad.org/,"P.O. Box 112, Crockett, TX 75835-0112","1512-B E. Loop 304, Crockett, TX 75835-0112",26 Feb 15, 10:44:02 PM
Howard,01/01/2013,Mr. Ronny Babcock,432-263-8301,432-263-8303,cad@howardcad.org,http://www.taxnetusa.com,"P.O. Drawer 1151, Big Spring, TX 79720-1151","315 S. Main St., Big Spring, TX 79720-1151",26 Feb 15, 10:44:02 PM
Hudspeth,01/01/2013,Mr. Zedoch L. Pridgeon, RPA, RTC,915-369-4118,915-369-3621,hudspethappraisaldistrict@yahoo.com,not listed,"P.O. Box 429, Sierra Blanca, TX 79851-0429","103 W. Millican St., Sierra Blanca, TX 79851-0429",26 Feb 15, 10:44:02 PM
Hunt,01/01/2013,Mr. Brent South,903-454-3510,903-454-4160,huntcad@hunt-cad.org,http://www.hunt-cad.org/,"P.O. Box 1339, Greenville, TX 75403-1339","4801 King St., Greenville, TX 75403-1339",26 Feb 15, 10:44:02 PM
Hutchinson,01/18/2014,Mr. Joe Raper,806-274-2294,806-273-3400,j.raper@hutchinsoncad.com,http://www.hutchinsoncad.org/,"P.O. Box 5065, Borger, TX 79008-5065","920 Illinois Ave., Borger, TX 79008-5065",26 Feb 15, 10:44:02 PM
Irion,01/01/2013,Mr. Byron Bitner,325-835-3551,325-835-2018,rioncad@verizon.net,not listed,"P.O. Box 980, Mertzon, TX 76941-0980","209 N. Parkview, Mertzon, TX 76941-0980",26 Feb 15, 10:44:02 PM
Jack,01/01/2013,Ms. Kathy R. Conner,940-567-6301,940-567-3640,jackcad119@yahoo.com,http://www.jackcad.org/,"P.O. Box 958, Jacksboro, TX 76458-0958","210 N. Church St., Jacksboro, TX 76458-0958",26 Feb 15, 10:44:02 PM
Jackson,06/02/2014,Mr. Damon D. Moore,361-782-7115,361-782-0369,nfo@jacksoncad.org,http://www.jacksoncad.org/,"404 N. Allen St., Edna, TX 77957-2604","404 N. Allen St., Edna, TX 77957-2604",26 Feb 15, 10:44:02 PM
Jasper,01/01/2013,Mr. David Luther,409-384-2544,409-384-7416,http://www.jaspercad.org,not listed,"P.O. Box 1300, Jasper, TX 75951-1300","137 N. Main St., Jasper, TX 75951-1300",26 Feb 15, 10:44:02 PM
Jeff,01/01/2013,Mr. Zedoch L. Pridgeon, RPA, RTC,432-426-3210,432-426-3437,jeffdavisappraisal@yahoo.com,http://www.jeffdaviscad.org,"P.O. Box 373, Fort Davis, TX 79734-0373","100 Court Ave., Fort Davis, TX 79734-0373",26 Feb 15, 10:44:03 PM
Jefferson,01/18/2014,Mr. Roland R. Bieber,409-840-9944,409-840-9732,nfo@jcad.org,http://www.jcad.org/,"P.O. Box 21337, Beaumont, TX 77720-1337","4610 S. Fourth St., Beaumont, TX 77720-1337",26 Feb 15, 10:44:03 PM
Jim,01/01/2013,Mr. Jorge Arellano,361-527-4033,361-527-4034,Arellano.jorge@sbcglobal.net,not listed,"P.O. Box 459, Hebbronville, TX 78361-0459","515 W. Viggie St., Hebbronville, TX 78361-0459",26 Feb 15, 10:44:03 PM
Jim,10/06/2014,Mr. J. Sidney Vela,361-668-9656,361-668-6423,jsvela@jimwellscad.org,http://www.jimwellscad.org/,"P.O. Box 607, Alice, TX 78333-0607","1600 E. Main St., Ste. 100, Alice, TX 78333-0607",26 Feb 15, 10:44:03 PM
Johnson,10/09/2014,Mr. Jim Hudspeth,817-648-3000,817-645-3105,customerservice@johnsoncad.net,http://www.johnsoncad.com/,"109 N. Main St., Cleburne, TX 76033-4941","109 N. Main St., Cleburne, TX 76033-4941",26 Feb 15, 10:44:03 PM
Jones,01/01/2013,Mrs. Kim McLemore,325-823-2422,325-823-2424,jonescad@hotmail.com,http://www.jonescad.org/,"P.O. Box 348, Anson, TX 79501-0348","1137 E. Court Plaza, Anson, TX 79501-0348",26 Feb 15, 10:44:03 PM
Karnes,01/18/2014,Mr. Jesse Hubbell,830-780-2433,830-780-4436,jesse.kcad@sbcglobal.net,http://www.karnescad.org,"915 S. Panna Maria Ave., Karnes City, TX 78118-4105","915 S. Panna Maria Ave., Karnes City, TX 78118-4105",26 Feb 15, 10:44:03 PM
Kaufman,01/18/2014,Mr. Chris Peace,972-932-6081,<br />,chris.peace@kaufman-cad.org,http://www.kaufman-cad.org/,"P.O. Box 819, Kaufman, TX 75142-0819","3950 S. Houston St., Kaufman, TX 75142-0819",26 Feb 15, 10:44:03 PM
Kendall,02/19/2015,Mr. Shelby W. Presley,830-249-8012,830-249-3975,shelby.presley@kendallad.org,http://www.kendallad.org/,"118 Market Ave., Boerne, TX 78006","118 Market Ave., Boerne, TX 78006",26 Feb 15, 10:44:03 PM
Kenedy,01/01/2013,Mr. Thomas G. Denney,361-294-5333,866-303-6553,ppraiser@kenedycad.com,not listed,"P.O. Box 39, Sarita, TX 78385-0039","150 N. Turcotte St., Sarita, TX 78385-0039",26 Feb 15, 10:44:03 PM
Kent,01/01/2013,Ms. Kay Byrd,806-237-3066,806-237-3067,kentco@caprock-spur.com,http://www.kentcad.org/,"P.O. Box 68, Jayton, TX 79528-0068","155 S. Main St., Jayton, TX 79528-0068",26 Feb 15, 10:44:03 PM
Kerr,01/18/2014,Mr. P. H. 'Fourth' Coates IV,830-895-5223,830-895-5227,fourth.coates@kerrcad.org,http://www.kerrcad.org/,"P.O. Box 294387, Kerrville, TX 78029-4387","1836 Junction Hwy., Kerrville, TX 78029-4387",26 Feb 15, 10:44:04 PM
Kimble,01/01/2013,Ms. Kandy Dick,325-446-3717,325-446-4361,kdick@kimblecad.org,http://www.kimblecad.org/,"P.O. Box 307, Junction, TX 76849-0307","501 Main St., Junction, TX 76849-0307",26 Feb 15, 10:44:04 PM
King,01/01/2013,Mrs. Kala Briggs,806-596-4588,806-596-4041,kingcad@caprock-spur.com,not listed,"P.O. Box 117, Guthrie, TX 79236-0117","800 S. Baker Street, Guthrie, TX 79236-0117",26 Feb 15, 10:44:04 PM
Kinney,01/01/2013,Gene C. Slate, RTC,830-563-2323,830-563-9292,kinneycad@sbcglobal.net,http://www.kinneycad.org/,"P.O. Box 1377, Brackettville, TX 78832-1377","412 S. Ann St., Brackettville, TX 78832-1377",26 Feb 15, 10:44:04 PM
Kleberg,08/18/2014,Ms. Tina Flores,361-595-5775,361-595-7984,http://www.klebergcad.org/,not listed,"P.O. Box 1027, Kingsville, TX 78363-1027","502 E. Kleberg St., Kingsville, TX 78363-1027",26 Feb 15, 10:44:04 PM
Knox,01/01/2013,Ms. Mitzi Welch,940-459-3891,940-459-2004,knoxcad@yahoo.com,not listed,"P.O. Box 47, Benjamin, TX 79505-0047","100 W. Cedar St., Benjamin, TX 79505-0047",26 Feb 15, 10:44:04 PM
Lamar,01/01/2013,Mr. Jerry Patton,903-785-7822,903-785-8322,j.patton@lamarcad.org,http://www.trueautomation.com/,"P.O. Box 400, Paris, TX 75461-0400","521 Bonham St., Paris, TX 75461-0400",26 Feb 15, 10:44:04 PM
Lamb,05/08/2014,Ms. Lesa Kloiber,806-385-6474,<strong>Fax:&nbsp;</strong>,bcad@nts-online.net,http://www.lambcad.org/,"P.O. Box 950, Littlefield, TX 79339-0950","1500 E. Delano Ave., Littlefield, TX 79339-0950",26 Feb 15, 10:44:04 PM
Lampasas,01/01/2013,Ms. Melissa Gonzales,512-556-8058,512-556-4660,pasascad@sbcglobal.net,http://www.lampasascad.org/,"P.O. Box 175, Lampasas, TX 76550-0175","109 E. 5th St., Lampasas, TX 76550-0175",26 Feb 15, 10:44:04 PM
LaSalle,01/18/2014,Ms. Annie Garcia,830-879-4756,830-879-4067,garcia_lasallecad@sbcglobal.net,http://www.lasallecad.com,"P.O. Box 1530, Cotulla, TX 78014-1530","201 S. Main St., Cotulla, TX 78014-1530",26 Feb 15, 10:44:04 PM
Lavaca,11/04/2014,Mr. Greg Cook,361-798-4396,361-798-2653,gregc@lavacacountyappraisaldistrict.com,http://www.lavacacad.com/,"P.O. Box 386, Hallettsville, TX 77964-0386","113 N. Main St., Hallettsville, TX 77964-0386",26 Feb 15, 10:44:04 PM
Lee,08/27/2014,Mr. James Orr,979-542-9618,979-542-3705,nfo@leecad.net,http://www.lee-cad.org/,"898 E. Richmond St., Suite 100, Giddings, TX 78942-4252","898 E. Richmond St., Suite 100, Giddings, TX 78942-4252",26 Feb 15, 10:44:04 PM
Leon,07/03/2013,Mr. Jeff Beshears,903-536-2252,903-536-2377,eoncentral@windstream.net,http://www.leoncad.org/,"P.O. Box 536, Centerville, TX 75833-0536","141 W. Saint Mary's St., Centerville, TX 75833-0536",26 Feb 15, 10:44:05 PM
Liberty,01/01/2013,Mr. Alan Conner,936-336-5722,936-336-8390,conner@libertycad.com,http://www.libertycad.com/,"P.O. Box 10016, Liberty, TX 77575-2916","2030 Sam Houston, Liberty, TX 77575-2916",26 Feb 15, 10:44:05 PM
Limestone,09/25/2013,Mrs. Karen Wietzikoski,254-729-3009,254-729-5534,karenw@co.limestone.tx.us,http://www.limestonecad.com/,"P.O. Drawer 831, Groesbeck, TX 76642-0831","200 W. State St., Groesbeck, TX 76642-0831",26 Feb 15, 10:44:05 PM
Lipscomb,01/01/2013,Mrs. Pam Scates,806-624-2881,806-624-2003,cad@tgcomp.net,http://www.myswdata.com/,"P.O. Box 128, Darrouzett, TX 79024-0128","101 W. Broadway St., Darrouzett, TX 79024-0128",26 Feb 15, 10:44:05 PM
Live,03/13/2014,Ms. Debra Morin,361-449-2641,361-449-2774,veoakcad@liveoakappraisal.com,http://www.tax.cagi.com/,"P.O. Box 2370, George West, TX 78022-2370","205 Bowie St., George West, TX 78022-2370",26 Feb 15, 10:44:05 PM
Llano,01/26/2015,Ms. Cindy Cowan, RPA,325-247-3065,325-247-4656,ccllanocad@verizon.net,http://www.llanocad.com/,"103 E. Sandstone St., Llano, TX 78643-2039","103 E. Sandstone St., Llano, TX 78643-2039",26 Feb 15, 10:44:05 PM
Loving,05/08/2014,Ms. Sherlene Burrows,432-377-2201,432-377-2011,cappraiser@co.loving.tx.us,not listed,"P.O. Box 352, Mentone, TX 79754-0352","100 Bell St., Mentone, TX 79754-0352",26 Feb 15, 10:44:05 PM
Lubbock,03/13/2014,Mr. Tim Radloff,806-762-5000,806-762-2451,radloff@lubbockcad.org,http://www.lubbockcad.org/,"P.O. Box 10542, Lubbock, TX 79408-0542","2109 Avenue Q, Lubbock, TX 79408-0542",26 Feb 15, 10:44:05 PM
Lynn,01/01/2013,Ms. Marquita Scott,806-561-5477,806-561-4057,ynncad@poka.com,http://www.lynncad.org/,"P.O. Box 789, Tahoka, TX 79373-0789","1615 Main St., Tahoka, TX 79373-0789",26 Feb 15, 10:44:05 PM
Madison,11/19/2014,Mr. Matt Newton,936-348-2783,936-348-6188,disoncad@madisoncad.org,http://www.madisoncad.org/,"P.O. Box 1328, Madisonville, TX 77864-1328","808 State St., Madisonville, TX 77864-1328",26 Feb 15, 10:44:05 PM
Marion,01/18/2014,Mr. Coy Johnson,<br />,903-665-2576,coyj@marioncad.org,http://www.marioncad.org/,"P.O. Box 690, Jefferson, TX 75657-0690","312 W. Broadway St., Jefferson, TX 75657-0690",26 Feb 15, 10:44:05 PM
Martin,01/01/2013,Ms. Marsha Graves,432-756-2823,432-756-2825,rtincad@crcom.net,http://www.martincad.org/,"P.O. Box 1349, Stanton, TX 79782-1349","308 N. St. Peter, Stanton, TX 79782-1349",26 Feb 15, 10:44:06 PM
Mason,01/01/2013,Mr. Ted H. Smith,325-347-5989,325-347-5302,smith4@verizon.net,not listed,"P.O. Box 1119, Mason, TX 76856-1119","200 Ft. McKavitt St., Mason, TX 76856-1119",26 Feb 15, 10:44:06 PM
Matagorda,01/01/2013,Mr. Vince Maloney,979-244-2031,<br />,cad@co.matagorda.tx.us,http://www.matagorda-cad.org/,"2225 Avenue G, Bay City, TX 77414-5018","2225 Avenue G, Bay City, TX 77414-5018",26 Feb 15, 10:44:06 PM
Maverick,01/18/2014,Ms. Maggie Duran,830-773-0255,830-773-8652,g@maverickcad.org,http://www.maverickcad.org/,"P.O. Box 2628, Eagle Pass, TX 78853-2628","2243 N. Veterans Blvd., Eagle Pass, TX 78853-2628",26 Feb 15, 10:44:06 PM
McCulloch,01/01/2013,Mr. Zane Brandenberger,325-597-1627,325-597-2408,ccullochcad@verizon.net,http://www.mccullochcad.org,"306 W. Lockhart St., Brady, TX 76825-4113","306 W. Lockhart St., Brady, TX 76825-4113",26 Feb 15, 10:44:06 PM
McLennan,09/10/2013,Mr. Andrew J. Hahn Jr.,254-752-9864,254-752-8225,cadmail@mclennancad.org,http://www.mclennancad.org/,"P.O. Box 2297, Waco, TX 76703-2297","315 S. 26th St., Waco, TX 76703-2297",26 Feb 15, 10:44:06 PM
McMullen,04/30/2014,Mr. Juan Saucedo,361-274-3638,361-274-3618,juan.saucedo@mcmullencounty.org,http://www.co.mcmullen.tx.us,"P.O. Box 38, Tilden, TX 78072-0038","501 River St., Tilden, TX 78072-0038",26 Feb 15, 10:44:06 PM
Medina,02/11/2015,Ms. Johnette Dixon,830-741-3035,803-426-4660,ppraisal4356@sbcglobal.net,http://www.medinacountytx.org,"1410 Avenue K, Hondo, TX 78861-1300","1410 Avenue K, Hondo, TX 78861-1300",26 Feb 15, 10:44:06 PM
Menard,02/21/2013,Ms. Kayla Wagner,325-396-4784,325-396-2916,kwagner@menardcad.org,http://www.menardcad.org,"P.O. Box 1008, Menard, TX 76859-1008","110 Bevans, Menard, TX 76859-1008",26 Feb 15, 10:44:06 PM
Midland,04/24/2014,Mr. Jerry Bundick,<strong>Phone:&nbsp;</strong>,<strong>Fax:&nbsp;</strong>,jbundick@midcad.org,http://www.midcad.org/,"P.O. Box 908002, Midland, TX 79703-8002","4631 Andrews Hwy., Midland, TX 79703-8002",26 Feb 15, 10:44:06 PM
Milam,07/17/2014,Ms. Dyann White,254-697-6638,<strong>Fax:&nbsp;</strong>,dwhite@milamad.org,http://www.milamad.org/,"P.O. Box 769, Cameron, TX 76520-0769","120 N. Houston Ave., Cameron, TX 76520-0769",26 Feb 15, 10:44:06 PM
Mills,01/01/2013,Ms. Dori Blesh,325-648-2253,325-648-3458,scad@centex.net,http://www.myswdata.com/,"P.O. Box 565, Goldthwaite, TX 76844-0565","901 W. 6th St., Goldthwaite, TX 76844-0565",26 Feb 15, 10:44:06 PM
Mitchell,01/01/2013,Ms. Linda McSpadden,325-728-5028,325-728-8024,cad1@sbcglobal.net,http://www.mitchellcad.org/,"2112 Hickory St., Colorado City, TX 79512-3448","2112 Hickory St., Colorado City, TX 79512-3448",26 Feb 15, 10:44:07 PM
Montague,01/01/2013,Ms. Kim Haralson,940-894-6011,940-894-6599,ctad@windstream.net,http://www.myswdata.com/,"P.O. Box 121, Montague, TX 76251-0121","7549 State Highway 175 N., Montague, TX 76251-0121",26 Feb 15, 10:44:07 PM
Montgomery,01/14/2015,Mr. Mark Castleschouldt,936-756-3354,936-539-8695,castle@mcad-tx.org,http://www.mcad-tx.org/,"P.O. Box 2233, Conroe, TX 77305-2233","109 Gladstell St., Conroe, TX 77305-2233",26 Feb 15, 10:44:07 PM
Moore,01/18/2014,Ms. Jackie Hayhurst,806-935-4193,806-935-2792,cad@valornet.com,http://www.moorecad.org/,"P.O. Box 717, Dumas, TX 79029-0717","121 E. 6th St., Dumas, TX 79029-0717",26 Feb 15, 10:44:07 PM
Morris,02/11/2015,Ms. Summer Golden,903-645-5601,903-645-2694,rriscad@valornet.com,http://www.morriscad.com/,"P.O. Box 563, Daingerfield, TX 75638-0563","501 Crockett St., Ste. 1, Daingerfield, TX 75638-0563",26 Feb 15, 10:44:07 PM
Motley,01/01/2013,Mr. Jim Finley,806-983-5256,806-983-6230,floydcad@sbcglobal.net,not listed,"P.O. Box 249, Floydada, TX 79235-0249","104 E. California St., Floydada, TX 79235-0249",26 Feb 15, 10:44:07 PM
Nacogdoches,01/14/2015,Mr. Gary Woods, RPA, RTA,936-560-3447,936-560-1894,sheila.nacocad@suddenlinkmail.com,http://www.nacocad.org/,"216 W. Hospital St., Nacogdoches, TX 75961-5144","216 W. Hospital St., Nacogdoches, TX 75961-5144",26 Feb 15, 10:44:07 PM
Navarro,01/01/2013,Ms. Karen Morris,903-872-6161,903-874-0604,karenmorriscad@sbcglobal.net,http://www.navarrocad.com,"P.O. Box 3118, Corsicana, TX 75110-3118","111 E. 1st Ave., Corsicana, TX 75110-3118",26 Feb 15, 10:44:07 PM
Newton,01/01/2013,Ms. Margie L. Herrin,409-379-3710,409-379-4020,herrin@newtoncad.org,http://www.newtoncad.org/,"109 Court St., Newton, TX 75966-3202","109 Court St., Newton, TX 75966-3202",26 Feb 15, 10:44:07 PM
Nolan,01/18/2014,Ms. Brenda Klepper,325-235-8421,325-235-8165,bklepper@nolan-cad.org,http://www.nolan-cad.org/,"P.O. Box 1256, Sweetwater, TX 79556-1256","208 Elm St., Sweetwater, TX 79556-1256",26 Feb 15, 10:44:07 PM
Nueces,10/16/2014,Mr. Ramiro Canales,361-881-9978,361-887-6138,nfo@nuecescad.net,http://www.ncadistrict.com/,"201 N. Chaparral St., Suite 206, Corpus Christi, TX 78401-2503","201 N. Chaparral St., Suite 206, Corpus Christi, TX 78401-2503",26 Feb 15, 10:44:07 PM
Ochiltree,01/26/2015,Mr. Burton Jones,806-435-9623,806-435-4198,bjones@ochiltreead.org,http://www.ochiltreecad.com,"825 S. Main St., Ste. 100, Perryton, TX 79070-3556","825 S. Main St., Ste. 100, Perryton, TX 79070-3556",26 Feb 15, 10:44:08 PM
Oldham,01/01/2013,Ms. Brenda Perkins,806-267-2442,806-267-2471,dhamcad@amaonline.com,not listed,"P.O. Box 310, Vega, TX 79092-0310","7th &amp; Vega, Vega, TX 79092-0310",26 Feb 15, 10:44:08 PM
Orange,01/01/2013,Mr. Michael Cedars,409-745-4777,409-745-4112,cedars@orangecad.net,http://www.orangecad.net/,"P.O. Box 457, Orange, TX 77630-0457","9157 IH-10 E., Orange, TX 77630-0457",26 Feb 15, 10:44:08 PM
Palo,05/08/2013,Ms. Donna E. Rhoades,940-659-1281,940-659-2618,drhoades@palopintocad.org,http://www.isouthwestdata.com/client/webindex.aspx?dbkey=palopintocad&time=2013580938031,"P.O. Box 250, Palo Pinto, TX 76484-0250","200 Church Ave., Palo Pinto, TX 76484-0250",26 Feb 15, 10:44:08 PM
Panola,01/18/2014,Mr. Michael Douglas McPhail,903-693-2891,903-693-8229,pcad183@yahoo.com,http://www.panolacad.org/,"1736 Ballpark Drive, Carthage, TX 75633-9998","1736 Ballpark Drive, Carthage, TX 75633-9998",26 Feb 15, 10:44:08 PM
Parker,10/17/2013,Mr. Larry Hammonds,817-596-0077,817-613-8096,rry.hammonds@parkercad.iswdata.com,http://www.parkercad.org/,"1108 Santa Fe Dr., Weatherford, TX 76086-5818","1108 Santa Fe Dr., Weatherford, TX 76086-5818",26 Feb 15, 10:44:08 PM
Parmer,04/16/2013,Ms. Jill Timms,806-251-1405,806-251-1121,pcad@wtrt.net,http://www.parmercad.org/,"P.O. Box 56, Bovina, TX 79009-0056","305 3rd St., Bovina, TX 79009-0056",26 Feb 15, 10:44:08 PM
Pecos,01/01/2013,Mr. Sam Calderon III,432-336-7587,432-336-2665,scalderon@pecoscad.org,http://www.pecoscad.org/,"P.O. Box 237, Fort Stockton, TX 79735-0237","201 S. Main St., Fort Stockton, TX 79735-0237",26 Feb 15, 10:44:08 PM
Polk,07/03/2013,Mr. Chad Hill,936-327-2174,936-327-2545,polkcad@livingston.net,http://www.polkcad.org/,"114 Matthews St., Livingston, TX 77351-3425","114 Matthews St., Livingston, TX 77351-3425",26 Feb 15, 10:44:08 PM
Potter,01/01/2013,Mr. Jim Childers,806-358-1601,806-355-8426,nfo@prad.org,http://www.prad.org/,"P.O. Box 7190, Amarillo, TX 79110-7190","5701 Hollywood Rd., Amarillo, TX 79110-7190",26 Feb 15, 10:44:09 PM
Presidio,5/31/2013,Ms. Cynthia Ramirez,432-729-3431,432-729-4722,presidiocad@sbcglobal.net,http://www.presidiocad.org/,"P.O. Box 879, Marfa, TX 79843-0879","107 E. Texas St., Marfa, TX 79843-0879",26 Feb 15, 10:44:09 PM
Rains,01/01/2013,Mrs. Carrol Houllis,903-473-2391,903-473-4040,carrolh@rainscad.org,http://www.rainscad.org/,"P.O. Box 70, Emory, TX 75440-0070","145 Doris Briggs Pkwy., Emory, TX 75440-0070",26 Feb 15, 10:44:09 PM
Randall,01/01/2013,Mr. Jim Childers,806-358-1601,806-355-8426,nfo@prad.org,http://www.prad.org/,"P.O. Box 7190, Amarillo, TX 79110-7190","5701 Hollywood Rd., Amarillo, TX 79110-7190",26 Feb 15, 10:44:09 PM
Reagan,01/18/2014,Ms. Rhonda Shaw,325-884-3275,325-884-2149,reagancad@verizon.net,http://www.reagancad.org,"P.O. Box 8, Big Lake, TX 76932-0008","409 2nd St., Big Lake, TX 76932-0008",26 Feb 15, 10:44:09 PM
Real,01/01/2013,Mrs. Kelley V. Shults,830-232-6248,830-232-4168,realcadchief@hotmail.com,http://www.realcad.org,"P.O. Box 158, Leakey, TX 78873-0158","101 S. Market St., Leakey, TX 78873-0158",26 Feb 15, 10:44:09 PM
Red,01/01/2013,Ms. Christie Ussery,903-427-4181,903-427-5434,rrad@windstream.net,http://www.rrcad.org/,"P.O. Box 461, Clarksville, TX 75426-0461","203 W. Washington St., Clarksville, TX 75426-0461",26 Feb 15, 10:44:09 PM
Reeves,01/01/2013,John Huddleston,432-445-5122,432-445-5108,johnhuddleston@me.com,http://www.reevescad.org/,"P.O. Box 1229, Pecos, TX 79772-1229","403 S. Cypress St., Pecos, TX 79772-1229",26 Feb 15, 10:44:09 PM
Refugio,01/01/2013,Ms. Connie J. Raymond, RPA,361-526-5994,361-526-4144,connie_rcad@yahoo.com,http://www.refugiocad.org/,"P.O. Box 156, Refugio, TX 78377-0156","420 N. Alamo St., Refugio, TX 78377-0156",26 Feb 15, 10:44:09 PM
Roberts,01/01/2013,Ms. DeAnn Williams,806-868-5281,806-868-4019,deann.williams@co.roberts.tx.us,not listed,"P.O. Box 458, Miami, TX 79059-0458","122 Water St., Miami, TX 79059-0458",26 Feb 15, 10:44:09 PM
Robertson,07/22/2013,Ms. Nancy Commander,979-828-5800,979-828-5137,rcad80@windstream.net,http://robertsoncad.com/,"P.O. Box 998, Franklin, TX 77856-0998","108 Morgan St., Franklin, TX 77856-0998",26 Feb 15, 10:44:10 PM
Rockwall,01/14/2015,Ms. Patricia Davis,972-771-2034,972-771-6871,pdavis@rockwallcad.com,http://www.rockwallcad.com/,"841 Justin Rd., Rockwall, TX 75087-4842","841 Justin Rd., Rockwall, TX 75087-4842",26 Feb 15, 10:44:10 PM
Runnels,01/01/2013,Mr. Larry Reagan,325-365-3583,325-365-5563,runnelscad@co.runnels.tx.us,http://www.isouthwestdata.com,"P.O. Box 524, Ballinger, TX 76821-0524","505 Hutchings Ave., Ballinger, TX 76821-0524",26 Feb 15, 10:44:10 PM
Rusk,10/28/2013,Mr. Terry W. Decker,903-657-3578,903-657-9073,decker@ruskcad.org,http://www.ruskcad.org/,"P.O. Box 7, Henderson, TX 75652-0007","107 N. Van Buren St., Henderson, TX 75652-0007",26 Feb 15, 10:44:10 PM
Sabine,01/01/2013,Mr. Jim Nethery,409-787-2777,409-787-4186,sabinecad@windstream.net,http://www.sabine-cad.org/,"P.O. Box 137, Hemphill, TX 75948-0137","1920 Worth St., Hemphill, TX 75948-0137",26 Feb 15, 10:44:10 PM
San,01/18/2014,Ms. Evelyn Biggers,936-275-3496,936-275-4120,evelynbiggerswatts@sbcglobal.net,http://www.sanaugustinecad.org,"122 N. Harrison St., San Augustine, TX 75972-1906","122 N. Harrison St., San Augustine, TX 75972-1906",26 Feb 15, 10:44:10 PM
San,01/01/2013,Ms. Kelly Foxworth,936-653-1450,936-653-5271,kelly.foxworth@sjcad.org,http://www.sjcad.org/,"P.O. Box 1170, Coldspring, TX 77331-1170","99 Slade St., Coldspring, TX 77331-1170",26 Feb 15, 10:44:10 PM
San,06/25/2013,Mr. Rufino H. Lozano,361-364-5402,361-364-1198,rlozano@spcad-egov.org,http://www.spcad-egov.org,"P.O. Box 938, Sinton, TX 78387-0938","1301 E. Sinton St. Suite B, Sinton, TX 78387-0938",26 Feb 15, 10:44:10 PM
San,10/28/2013,Mrs. Jan Vanderburg,325-372-5031,325-372-3325,sansabacad@yahoo.com,http://www.sansabacad.org,"423 E. Wallace St., San Saba, TX 76877-3527","423 E. Wallace St., San Saba, TX 76877-3527",26 Feb 15, 10:44:10 PM
Schleicher,01/01/2013,Ms. Jani Mitchell,325-853-2617,325-853-4807,jani.mitchel@gmail.com,not listed,"P.O. Box 936, Eldorado, TX 76936-0936","1 W. Warner Ave., Eldorado, TX 76936-0936",26 Feb 15, 10:44:10 PM
Scurry,01/01/2013,Mr. Larry Crooks,325-573-8549,325-573-8458,scad@scurrytex.com,http://www.scurrytex.com/,"2612 College Ave., Snyder, TX 79549-3334","2612 College Ave., Snyder, TX 79549-3334",26 Feb 15, 10:44:10 PM
Shackelford,03/28/2014,Mr. Richard Petree, Interim,325-762-2207,325-762-2208,rpetree@shackelfordcad.com,http://www.shackelfordcad.com/,"P.O. Box 2247, Albany, TX 76430-8011","232 S. Main St., Albany, TX 76430-8011",26 Feb 15, 10:44:11 PM
Shelby,01/01/2013,Mr. Robert N. Pigg,936-598-6171,936-598-7096,scad@sbcglobal.net,http://www.shelbycad.com/,"724 Shelbyville St., Center, TX 75935-3736","724 Shelbyville St., Center, TX 75935-3736",26 Feb 15, 10:44:11 PM
Sherman,01/01/2013,Ms. Teresa Edmond,806-366-5566,806-366-2565,shercad@xit.net,http://www.shermancad.org/,"P.O. Box 239, Stratford, TX 79084-0239","402 N. 3rd St., Stratford, TX 79084-0239",26 Feb 15, 10:44:11 PM
